name,objective,place_t,plcae_e,place,post_num
หจ.เอ็นเค(282),ประกอบกิจการผลิต จัดจำหน่าย ผลิตภัณฑ์เสริมความงาม ผลิตภัณฑ์บำรุงผิว อาหารเสริม วิตามิน,ต.ชุมแพ,อ.ชุมแพ,จ.ขอนแก่น,40130
หจ.สกินดิแนรี่,จำหน่ายอาหารเสริมทุกชนิด,ต.ในเมือง,อ.เมืองขอนแก่น,จ.ขอนแก่น,40000
หจ.เจเคพี รุ่งเรือง,ประกอบกิจการรับขุดลอกคูคลอง งานขุด ถม งานปรับระดับบริเวณพื้นที่ก่อสร้าง ขุดคู ขุดย้ายดิน หิน และงานอื่นที่เกี่ยวข้องทุกชนิด,ต.ในเมือง,อ.เมืองขอนแก่น,จ.ขอนแก่น,40000
หจ.ดูฟูคอมม่อน,ประกอบกิจการให้บริการนำเข้า-ส่งออกสินค้าทุกประเภท เครื่องประดับ สินค้าแฟชั่น สินค้ากิ๊ฟช็อป เครื่องสำอาง สินค้าทางการเกษตร รวมถึงสินค้าอุปโภคและบริโภค ภายในประเทศและต่างประเทศ (เมื่อได้รับอนุญาตจากหน่วยงานที่เกี่ยวข้อง),ต.ทรายมูล,อ.น้ำพอง,จ.ขอนแก่น,40140
หจ.สิทธิมาตย์การพาณิชย์,ประกอบกิจการค้าสินค้าอุปโภคบริโภค สุรา เบียร์,ต.เชียงแหว,อ.กุมภวาปี,จ.อุดรธานี,41110
หจ.สถาพร สาวิตรี คาร์เร้นท์,ประกอบกิจการให้เช่ารถยนต์,ต.นาทม,อ.ทุ่งฝน,จ.อุดรธานี,41310
หจ.เสือคำรณ,ให้บริการตรวจสอบมาตรวัดปริมาตรน้ำมันเชื้อเพลิงตามสถานีบริการและตามหัวจ่ายน้ำมันเชื้อเพลิงหยอดเหรียญและธนบัตร ประเภทจ่ายก่อนเติม,ต.หมากแข้ง,อ.เมืองอุดรธานี,จ.อุดรธานี,41000
หจ.เฉลิมพงษ์แทรกเตอร์,รับเหมาก่อสร้าง,ต.หนองผือ,อ.ท่าลี่,จ.เลย,42140
หจ.อีโค่ การ์ด เซอร์วิส,ประกอบกิจการรับเหมาก่อสร้างอาคาร,ต.กุดป่อง,อ.เมืองเลย,จ.เลย,42000
หจ.แทนพระคุณ 2017,ประกอบกิจการรับเหมาก่อสร้าง,ต.แสงภา,อ.นาแห้ว,จ.เลย,42170
หจ.พีแอนด์เอ็นเซอร์วิสแอทเคลม,บริการสำรวจภัยทุกชนิดและอุบัติเหตุรถยนต์ให้กับบริษัทประกันภัย,ต.ศรีสงคราม,อ.วังสะพุง,จ.เลย,42130
หจ.เมืองเลยสปอร์ตคลับ,ประกอบกิจการสโมสรฟุตบอล สโมสรตะกร้อ สโมสรกรีฑา สโมสรว่ายน้ำ สโมสรกีฬาบาสเกตบอล สโมสรกีฬาวอลเลย์บอล สโมสรกีฬาแบดมินตัน สโมสรกีฬาเทควันโด สโมสรกีฬาฟุตซอลและสโมสรกีฬาเทนนิส,ต.เชียงคาน,อ.เชียงคาน,จ.เลย,42110
